10001,100
10001,227
10002,308
10002,103
10002,285
10002,112
10002,227
10003,221
10003,348
10003,265
10003,130
10003,142
10003,305
10003,170
10004,220
10004,319
10004,267
10004,207
10004,164
10005,210
10005,330
10006,128
10006,270
10007,240
10007,255
10007,293
10007,125
10007,345
10007,197
10008,141
10008,263
10008,187
10008,160
10008,220
10009,128
10009,263
10009,224
10009,296
10009,216
10010,303
10010,331
10011,339
10011,237
10012,287
10012,244
10012,195
10012,189
10012,113
10012,122
10013,287
10013,344
10013,151
10013,175
10014,221
10014,194
10015,275
10015,300
10016,217
10016,144
10017,228
10017,165
10018,309
10018,152
10018,204
10018,259
10019,276
10019,134
10020,200
10020,107
10020,227
10020,302
10020,242
10021,233
10021,159
10021,307
10021,200
10021,215
10021,262
10022,133
10022,323
10023,295
10023,325
10023,258
10023,159
10023,327
10023,173
10024,111
10024,236
10025,168
10025,285
10026,310
10026,176
10026,330
10026,253
10026,200
10027,209
10027,145
10027,246
10027,179
10028,175
10028,106
10029,348
10029,170
10030,273
10030,168
10031,125
10031,180
10031,173
10031,273
10031,118
10031,216
10032,288
10032,303
10033,177
10033,180
10034,213
10034,203
10035,262
10035,318
10035,143
10035,193
10036,175
10036,267
10036,152
10036,269
10036,327
10036,307
10037,320
10037,193
10038,263
10038,276
10039,324
10039,214
10039,104
10039,163
10039,255
10039,238
10040,340
10040,316
10041,272
10041,165
10041,303
10041,306
10041,159
10042,266
10042,153
10043,216
10043,335
10044,234
10044,119
10044,243
10044,156
10044,348
10044,214
10044,227
10045,329
10045,286
10045,297
10045,198
10045,334
10045,153
10046,232
10046,164
10046,208
10047,192
10047,321
10048,122
10048,142
10048,162
10049,307
10049,279
10050,208
10050,322
10051,305
10051,175
10051,203
10051,211
10051,150
10051,146
10052,330
10052,278
10053,296
10053,197
10054,291
10054,292
10055,321
10055,261
10055,191
10055,303
10055,156
10055,174
10055,155
10056,209
10056,299
10057,322
10057,224
10057,345
10057,247
10057,230
10057,199
10057,102
10058,236
10058,277
10058,238
10058,223
10058,280
10058,269
10059,319
10059,325
10060,156
10060,197
10060,279
10060,132
10061,303
10061,131
10061,225
10061,125
10061,320
10062,186
10062,272
10062,117
10062,345
10062,156
10062,330
10062,320
10063,335
10063,183
10063,166
10063,240
10063,180
10063,330
10064,228
10064,222
10065,273
10065,172
10065,302
10065,244
10065,311
10065,134
10066,192
10066,252
10066,200
10066,201
10066,304
10066,219
10067,344
10067,305
10068,186
10068,260
10068,315
10068,258
10069,217
10069,197
10069,219
10069,271
10069,209
10070,186
10070,223
10071,307
10071,200
10072,141
10072,102
10072,211
10072,255
10072,208
10073,170
10073,231
10074,214
10074,148
10074,136
10074,315
10074,118
10074,254
10074,134
10075,233
10075,147
10075,331
10075,270
10075,198
10075,146
10076,299
10076,189
10076,115
10076,144
10076,270
10076,219
10076,323
10077,272
10077,104
10077,306
10077,297
10077,127
10077,216
10078,115
10078,334
10079,292
10079,160
10080,293
10080,103
10081,291
10081,346
10082,174
10082,335
10083,190
10083,310
10083,230
10083,260
10084,323
10084,297
10084,139
10084,239
10085,250
10085,264
10085,173
10085,134
10085,152
10085,178
10086,249
10086,237
10086,304
10086,290
10086,189
10086,273
10087,339
10087,124
10087,334
10087,128
10087,331
10088,311
10088,103
10089,330
10089,269
10090,334
10090,180
10090,178
10090,128
10090,176
10090,229
10091,195
10091,217
10092,177
10092,233
10092,155
10092,314
10092,187
10093,227
10093,329
10094,170
10094,326
10095,308
10095,345
10095,182
10095,176
10095,333
10095,170
10096,148
10096,201
10097,227
10097,200
10097,284
10097,250
10097,318
10097,198
10098,195
10098,170
10098,263
10098,273
10098,209
10098,182
10099,185
10099,198
10099,119
10099,214
10099,162
10099,199
10100,306
10100,302
10100,150
10100,113
10100,176
10101,261
10101,336
10102,118
10102,130
10103,334
10103,236
10104,199
10104,149
10104,121
10104,310
10104,333
10104,190
10104,150
10105,284
10105,127
10106,238
10106,252
10106,324
10106,159
10106,317
10106,168
10106,104
10107,227
10107,236
10107,118
10107,142
10108,137
10108,283
10109,196
10109,262
10109,109
10110,263
10110,100
10111,142
10111,246
10112,179
10112,217
10112,208
10112,169
10112,118
10112,316
10113,204
10113,132
10114,188
10114,287
10114,280
10114,257
10115,319
10115,279
10115,140
10115,125
10115,241
10116,213
10116,345
10117,241
10117,187
10117,225
10117,172
10117,143
10118,333
10118,211
10118,263
10118,144
10118,128
10118,168
10119,138
10119,257
10120,264
10120,346
10121,226
10121,160
10121,141
10121,300
10122,279
10122,219
10123,187
10123,266
10123,261
10123,156
10124,172
10124,215
10124,118
10124,164
10124,168
10124,257
10125,346
10125,203
10126,190
10126,244
10126,121
10126,246
10126,293
10126,175
10127,196
10127,345
10128,177
10128,143
10128,243
10129,102
10129,218
10129,193
10129,236
10129,145
10129,281
10130,313
10130,296
10131,175
10131,274
10131,328
10131,224
10131,109
10131,229
10132,112
10132,156
10133,224
10133,333
10133,221
10133,190
10133,177
10134,337
10134,105
10135,324
10135,108
10136,105
10136,289
10136,110
10136,319
10136,181
10136,186
10136,114
10137,112
10137,198
10137,268
10137,255
10137,308
10137,120
10138,149
10138,286
10139,240
10139,287
10139,303
10139,102
10140,223
10140,121
10140,231
10140,145
10140,101
10141,163
10141,134
10141,313
10141,287
10141,109
10141,338
10142,271
10142,190
10143,157
10143,267
10143,222
10143,201
10143,247
10143,257
10144,178
10144,347
10145,141
10145,163
10145,119
10145,183
10146,137
10146,200
10147,234
10147,209
10147,175
10147,222
10148,125
10148,170
10148,146
10148,220
10148,339
10148,160
10149,302
10149,112
10149,341
10149,316
10150,191
10150,176
10151,246
10151,335
10151,297
10151,216
10151,210
10151,250
10152,238
10152,334
10153,131
10153,186
10154,240
10154,112
10155,164
10155,275
10156,216
10156,255
10156,148
10156,191
10156,134
10156,132
10157,202
10157,190
10157,250
10157,300
10157,296
10158,325
10158,185
10158,202
10158,295
10158,272
10158,200
10159,155
10159,340
10160,201
10160,162
10161,197
10161,314
10161,301
10161,297
10161,318
10161,282
10161,339
10162,237
10162,168
10162,213
10162,227
10162,218
10163,228
10163,318
10164,162
10164,142
10164,344
10164,286
10164,205
10165,252
10165,109
10165,287
10165,316
10165,146
10166,341
10166,100
10166,216
10166,104
10166,253
10166,318
10166,185
10167,141
10167,162
10168,106
10168,217
10168,310
10168,118
10168,135
10169,139
10169,329
10170,221
10170,220
10171,188
10171,134
10171,153
10171,222
10172,188
10172,162
10173,227
10173,173
10173,122
10173,195
10173,181
10173,198
10173,185
10174,347
10174,176
10174,123
10174,195
10174,320
10174,238
10175,318
10175,242
10176,345
10176,156
10176,347
10176,145
10177,187
10177,120
10178,266
10178,290
10179,193
10179,210
10180,183
10180,220
10180,320
10180,322
10180,314
10180,133
10181,156
10181,213
10182,292
10182,279
10182,155
10182,221
10182,290
10182,179
10183,143
10183,318
10183,168
10183,123
10183,226
10184,183
10184,126
10184,138
10184,301
10184,187
10184,259
10185,345
10185,191
10186,197
10186,139
10187,313
10187,179
10187,180
10187,212
10187,340
10187,238
10188,221
10188,278
10189,244
10189,149
10190,173
10190,125
10191,284
10191,106
10191,270
10191,173
10191,248
10191,337
10191,333
10192,343
10192,320
10192,279
10192,336
10193,169
10193,163
10193,127
10193,258
10194,332
10194,262
10194,156
10194,227
10194,130
10194,243
10195,210
10195,186
10195,161
10195,207
10196,111
10196,299
10196,163
10196,138
10196,317
10196,145
10197,136
10197,249
10197,188
10197,214
10197,191
10197,327
10197,315
10198,340
10198,178
10198,166
10198,332
10198,330
10198,173
10199,280
10199,165
10199,210
10199,242
10199,244
10199,275
10199,341
10200,281
10200,325
10200,207
10200,291
10200,302
10201,193
10201,284
10201,229
10201,330
10201,315
10202,131
10202,309
10203,193
10203,123
10203,295
10203,126
10203,189
10204,195
10204,315
10204,188
10204,344
10204,337
10204,321
10205,167
10205,145
10205,161
10205,271
10205,314
10206,207
10206,323
10207,321
10207,183
10207,176
10207,283
10207,108
10208,280
10208,268
10208,282
10208,338
10209,297
10209,189
10210,226
10210,297
10211,198
10211,236
10212,257
10212,198
10212,160
10212,301
10213,135
10213,149
10213,182
10213,277
10213,216
