iter	Logloss
0	0.6466373005
1	0.6062108417
2	0.5641423167
3	0.5286855464
4	0.4991153374
5	0.4714437758
6	0.4419503756
7	0.4199684739
8	0.3979661383
9	0.3799010321
10	0.3637104785
11	0.3465949065
12	0.3306851123
13	0.3170537142
14	0.3044221202
15	0.293855668
16	0.2832043303
17	0.2741344769
18	0.2648296335
19	0.2563842935
20	0.2480332707
21	0.2408097078
22	0.2344126956
23	0.2243031885
24	0.2184367037
25	0.2111062076
26	0.2049904034
27	0.1990923802
28	0.1934664582
29	0.1896963667
30	0.1854488881
31	0.1807047076
32	0.1768726475
33	0.1737542746
34	0.1711110058
35	0.1686130781
36	0.1649807335
37	0.1621319869
38	0.1598243479
39	0.156912064
40	0.1544582558
41	0.150817371
42	0.1485093699
43	0.1449913818
44	0.1437458589
45	0.1415749661
46	0.1403579035
47	0.1386890446
48	0.1373303614
49	0.1355357614
50	0.1332937957
51	0.131731204
52	0.1295649523
53	0.1278545728
54	0.1265458543
55	0.1258911135
56	0.1246559913
57	0.1235224205
58	0.1222081027
59	0.121166175
60	0.1202726974
61	0.1196287868
62	0.1180111173
63	0.1166745349
64	0.1151807991
65	0.1137144993
66	0.1130622083
67	0.1122711296
68	0.1112926806
69	0.1106903361
70	0.110109255
71	0.1091158852
72	0.1084862265
73	0.1075057874
74	0.1066196107
75	0.1060567012
76	0.1047454911
77	0.1041843227
78	0.10351801
79	0.1026996819
80	0.1018737727
81	0.1012694689
82	0.1004195787
83	0.09981046753
84	0.09913370745
85	0.09832151657
86	0.09738987896
87	0.09701150724
88	0.09649105242
89	0.09582197479
90	0.09532304424
91	0.09492995161
92	0.09445461422
93	0.09389423866
94	0.09349602175
95	0.09285254185
96	0.09246348268
97	0.09192184831
98	0.09151208757
99	0.09112206747
100	0.09070730932
101	0.09046386273
102	0.09020532546
103	0.08995048231
104	0.08943894097
105	0.08908746601
106	0.08867359362
107	0.08837469411
108	0.08790131573
109	0.08754196121
110	0.08724632186
111	0.08705382092
112	0.08662210879
113	0.08631975211
114	0.08592577827
115	0.08575633101
116	0.08508483646
117	0.08459801849
118	0.08423855154
119	0.08389468426
120	0.08351381882
121	0.08328569259
122	0.08284900009
123	0.08249416093
124	0.08223783072
125	0.08192102813
126	0.081700662
127	0.08130019599
128	0.08106964509
129	0.080920457
130	0.08062375891
131	0.0804608252
132	0.0802368462
133	0.08002259154
134	0.07973039771
135	0.07939542271
136	0.07914175605
137	0.07892504426
138	0.07864131259
139	0.07851215357
140	0.07820863729
141	0.07806836342
142	0.07773418277
143	0.07757951076
144	0.07744056551
145	0.07725823732
146	0.07695371191
147	0.07672522787
148	0.07661102767
149	0.07641142291
150	0.07625379343
151	0.07597631033
152	0.07577498579
153	0.07563653806
154	0.07543354462
155	0.07524086929
156	0.0751347353
157	0.07489031662
158	0.07458218465
159	0.07443946039
160	0.07432268074
161	0.07419592562
162	0.0740448614
163	0.0738636618
164	0.07357892242
165	0.07348216367
166	0.07333305872
167	0.0731889275
168	0.07299842526
169	0.07287932326
170	0.07267903267
171	0.07239472882
172	0.0722568664
173	0.07196405893
174	0.07180766773
175	0.07164522253
176	0.07152816679
177	0.0713760014
178	0.07113679463
179	0.07100180821
180	0.07077203734
181	0.07067182621
182	0.07052486377
183	0.07045228495
184	0.07027264559
185	0.07012505015
186	0.06999845157
187	0.06989956297
188	0.0697015308
189	0.0695898684
190	0.06941104646
191	0.0692420414
192	0.06898885121
193	0.06880778182
194	0.06865582796
195	0.06855099282
196	0.06850096277
197	0.06838275021
198	0.06832284092
199	0.06818811631
200	0.06809700579
201	0.06802680186
202	0.06784960502
203	0.06777350113
204	0.06769039518
205	0.06761000022
206	0.06753924972
207	0.06737522427
208	0.06721404316
209	0.06716311009
210	0.0670469689
211	0.06694141711
212	0.06686580243
213	0.06676648459
214	0.06666418201
215	0.06657806512
216	0.0665277214
217	0.06637997852
218	0.06622654613
219	0.06614597615
220	0.0660271339
221	0.06590732376
222	0.06582576777
223	0.06570187672
224	0.06552506336
225	0.06546560623
226	0.06527364701
227	0.06517915981
228	0.06508116286
229	0.06499995006
230	0.06483969312
231	0.06478956125
232	0.06474160342
233	0.06459870522
234	0.06445772629
235	0.06434927788
236	0.06426223466
237	0.06411729039
238	0.06398205683
239	0.06386858106
240	0.06379644058
241	0.0636995894
242	0.06364621534
243	0.06355045706
244	0.06343009245
245	0.06327015578
246	0.06317546907
247	0.06305045869
248	0.06297917588
249	0.06289388633
250	0.06276275759
251	0.06265353824
252	0.06260503946
253	0.06244311539
254	0.06231776228
255	0.06219475156
256	0.06209426275
257	0.06201046653
258	0.06191421862
259	0.06174439145
260	0.06169061044
261	0.06160740614
262	0.06150544894
263	0.06138737084
264	0.06115270994
265	0.06101855671
266	0.06095021526
267	0.06086223186
268	0.06069084499
269	0.06059428728
270	0.0604713321
271	0.06042518544
272	0.0601952414
273	0.06013373841
274	0.05997090064
275	0.05984474251
276	0.05978087616
277	0.05972403766
278	0.0597038085
279	0.05965634824
280	0.0595641129
281	0.0594103414
282	0.05937258667
283	0.05930357519
284	0.05921904495
285	0.05913783971
286	0.05889790879
287	0.05870691869
288	0.0585581414
289	0.05842939522
290	0.05837259676
291	0.05828344127
292	0.05819378751
293	0.05802078441
294	0.05793368176
295	0.05783342842
296	0.05777131233
297	0.05770246592
298	0.05753764106
299	0.05744656225
300	0.05736965169
301	0.05725873491
302	0.05717948403
303	0.05709789359
304	0.05698708186
305	0.05685022877
306	0.05678570709
307	0.05668950192
308	0.05661841049
309	0.05650596331
310	0.05642255297
311	0.05636139455
312	0.05629501531
313	0.05618570249
314	0.05611443525
315	0.05606574255
316	0.05590274427
317	0.05584242093
318	0.05564202663
319	0.05552125949
320	0.05547215887
321	0.05540122173
322	0.05524813288
323	0.05518633681
324	0.05508646453
325	0.05501369749
326	0.05492271011
327	0.05480968392
328	0.05472767774
329	0.05465021684
330	0.05460409777
331	0.05452999864
332	0.05434463595
333	0.05427083831
334	0.05419058106
335	0.05411579561
336	0.05400742138
337	0.05394242358
338	0.05386648751
